"LOCATION","Pays","SEX","Sexe","AGE","Âge","TIME","Temps","Value","Flag Codes","Flags"
"TUR","Türkiye","T","Total","TOTAL","Total","2004","2004",67598736,,
"TUR","Türkiye","T","Total","TOTAL","Total","2005","2005",68435380,,
"TUR","Türkiye","T","Total","TOTAL","Total","2006","2006",69295253,,
"TUR","Türkiye","T","Total","TOTAL","Total","2007","2007",70158111.5,,
"TUR","Türkiye","T","Total","TOTAL","Total","2008","2008",71051689,,
"TUR","Türkiye","T","Total","TOTAL","Total","2009","2009",72039215,,
"TUR","Türkiye","T","Total","TOTAL","Total","2010","2010",73142162,,
"TUR","Türkiye","T","Total","TOTAL","Total","2011","2011",74223642,,
"TUR","Türkiye","T","Total","TOTAL","Total","2012","2012",75175836,,
"TUR","Türkiye","T","Total","TOTAL","Total","2013","2013",76147634,,
"TUR","Türkiye","T","Total","TOTAL","Total","2014","2014",77181894,,
"TUR","Türkiye","T","Total","TOTAL","Total","2015","2015",78218488,,
"TUR","Türkiye","T","Total","TOTAL","Total","2016","2016",79277971,,
"TUR","Türkiye","T","Total","TOTAL","Total","2017","2017",80312708,,
"TUR","Türkiye","T","Total","TOTAL","Total","2018","2018",81407211,,
"TUR","Türkiye","T","Total","TOTAL","Total","2019","2019",82579448,,
"TUR","Türkiye","T","Total","TOTAL","Total","2020","2020",83384688,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1990","1990",57237493,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1991","1991",57438658,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1992","1992",57584530,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1993","1993",57713889,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1994","1994",57862145,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1995","1995",58024799,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1996","1996",58164374,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1997","1997",58314249,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1998","1998",58474943,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","1999","1999",58684427,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2000","2000",58886065,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2001","2001",59113016,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2002","2002",59365677,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2003","2003",59636662,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2004","2004",59950364,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2005","2005",60413276,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2006","2006",60827067,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2007","2007",61319075,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2008","2008",61823772,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2009","2009",62260486,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2010","2010",62759456,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2011","2011",63285145,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2012","2012",63705030,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2013","2013",64105654,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2014","2014",64596752,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2015","2015",65110034,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2016","2016",65648054,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2017","2017",66040229,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2018","2018",66435550,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2019","2019",66796807,,
"GBR","Royaume-Uni","T","Total","TOTAL","Total","2020","2020",67081234,,
"USA","États-Unis","T","Total","TOTAL","Total","1990","1990",249622814,,
"USA","États-Unis","T","Total","TOTAL","Total","1991","1991",252980941,,
"USA","États-Unis","T","Total","TOTAL","Total","1992","1992",256514224,,
"USA","États-Unis","T","Total","TOTAL","Total","1993","1993",259918588,,
"USA","États-Unis","T","Total","TOTAL","Total","1994","1994",263125821,,
"USA","États-Unis","T","Total","TOTAL","Total","1995","1995",266278393,,
"USA","États-Unis","T","Total","TOTAL","Total","1996","1996",269394284,,
"USA","États-Unis","T","Total","TOTAL","Total","1997","1997",272646925,,
"USA","États-Unis","T","Total","TOTAL","Total","1998","1998",275854104,,
"USA","États-Unis","T","Total","TOTAL","Total","1999","1999",279040168,,
"USA","États-Unis","T","Total","TOTAL","Total","2000","2000",282162411,,
"USA","États-Unis","T","Total","TOTAL","Total","2001","2001",284968955,,
"USA","États-Unis","T","Total","TOTAL","Total","2002","2002",287625193,,
"USA","États-Unis","T","Total","TOTAL","Total","2003","2003",290107933,,
"USA","États-Unis","T","Total","TOTAL","Total","2004","2004",292805298,,
"USA","États-Unis","T","Total","TOTAL","Total","2005","2005",295516599,,
"USA","États-Unis","T","Total","TOTAL","Total","2006","2006",298379912,,
"USA","États-Unis","T","Total","TOTAL","Total","2007","2007",301231207,,
"USA","États-Unis","T","Total","TOTAL","Total","2008","2008",304093966,,
"USA","États-Unis","T","Total","TOTAL","Total","2009","2009",306771529,,
"USA","États-Unis","T","Total","TOTAL","Total","2010","2010",309327143,,
"USA","États-Unis","T","Total","TOTAL","Total","2011","2011",311583481,,
"USA","États-Unis","T","Total","TOTAL","Total","2012","2012",313877662,,
"USA","États-Unis","T","Total","TOTAL","Total","2013","2013",316059947,,
"USA","États-Unis","T","Total","TOTAL","Total","2014","2014",318386329,,
"USA","États-Unis","T","Total","TOTAL","Total","2015","2015",320738994,,
"USA","États-Unis","T","Total","TOTAL","Total","2016","2016",323071755,,
"USA","États-Unis","T","Total","TOTAL","Total","2017","2017",325122128,,
"USA","États-Unis","T","Total","TOTAL","Total","2018","2018",326838199,,
"USA","États-Unis","T","Total","TOTAL","Total","2019","2019",328329953,,
"USA","États-Unis","T","Total","TOTAL","Total","2020","2020",331511512,,
"ARG","Argentine","T","Total","TOTAL","Total","1990","1990",32580854,,
"ARG","Argentine","T","Total","TOTAL","Total","1991","1991",33028546,,
"ARG","Argentine","T","Total","TOTAL","Total","1992","1992",33475005,,
"ARG","Argentine","T","Total","TOTAL","Total","1993","1993",33917440,,
"ARG","Argentine","T","Total","TOTAL","Total","1994","1994",34353066,,
"ARG","Argentine","T","Total","TOTAL","Total","1995","1995",34779096,,
"ARG","Argentine","T","Total","TOTAL","Total","1996","1996",35195575,,
"ARG","Argentine","T","Total","TOTAL","Total","1997","1997",35604362,,
"ARG","Argentine","T","Total","TOTAL","Total","1998","1998",36005387,,
"ARG","Argentine","T","Total","TOTAL","Total","1999","1999",36398577,,
"ARG","Argentine","T","Total","TOTAL","Total","2000","2000",36783859,,
"ARG","Argentine","T","Total","TOTAL","Total","2001","2001",37156654,,
"ARG","Argentine","T","Total","TOTAL","Total","2002","2002",37537783,,
"ARG","Argentine","T","Total","TOTAL","Total","2003","2003",37927463,,
"ARG","Argentine","T","Total","TOTAL","Total","2004","2004",38325927,,
"ARG","Argentine","T","Total","TOTAL","Total","2005","2005",38733406,,
"ARG","Argentine","T","Total","TOTAL","Total","2006","2006",39127239,,
"ARG","Argentine","T","Total","TOTAL","Total","2007","2007",39529440,,
"ARG","Argentine","T","Total","TOTAL","Total","2008","2008",39940234,,
"ARG","Argentine","T","Total","TOTAL","Total","2009","2009",40359828,,
"ARG","Argentine","T","Total","TOTAL","Total","2010","2010",40788453,,
"ARG","Argentine","T","Total","TOTAL","Total","2011","2011",41261490,,
"ARG","Argentine","T","Total","TOTAL","Total","2012","2012",41733271,,
"ARG","Argentine","T","Total","TOTAL","Total","2013","2013",42202935,,
"ARG","Argentine","T","Total","TOTAL","Total","2014","2014",42669500,,
"ARG","Argentine","T","Total","TOTAL","Total","2015","2015",43131966,,
"ARG","Argentine","T","Total","TOTAL","Total","2016","2016",43590368,,
"ARG","Argentine","T","Total","TOTAL","Total","2017","2017",44044811,,
"ARG","Argentine","T","Total","TOTAL","Total","2018","2018",44494502,,
"ARG","Argentine","T","Total","TOTAL","Total","2019","2019",44938712,,
"ARG","Argentine","T","Total","TOTAL","Total","2020","2020",45376763,,
"BRA","Brésil","T","Total","TOTAL","Total","1990","1990",148935328,,
"BRA","Brésil","T","Total","TOTAL","Total","1991","1991",151467861,,
"BRA","Brésil","T","Total","TOTAL","Total","1992","1992",153973883,,
"BRA","Brésil","T","Total","TOTAL","Total","1993","1993",156454116,,
"BRA","Brésil","T","Total","TOTAL","Total","1994","1994",158910651,,
"BRA","Brésil","T","Total","TOTAL","Total","1995","1995",161345581,,
"BRA","Brésil","T","Total","TOTAL","Total","1996","1996",163767821,,
"BRA","Brésil","T","Total","TOTAL","Total","1997","1997",166187066,,
"BRA","Brésil","T","Total","TOTAL","Total","1998","1998",168606400,,
"BRA","Brésil","T","Total","TOTAL","Total","1999","1999",171029011,,
"BRA","Brésil","T","Total","TOTAL","Total","2000","2000",173765726,,
"BRA","Brésil","T","Total","TOTAL","Total","2001","2001",176208646,,
"BRA","Brésil","T","Total","TOTAL","Total","2002","2002",178499255,,
"BRA","Brésil","T","Total","TOTAL","Total","2003","2003",180708344,,
"BRA","Brésil","T","Total","TOTAL","Total","2004","2004",182865043,,
"BRA","Brésil","T","Total","TOTAL","Total","2005","2005",184991143,,
"BRA","Brésil","T","Total","TOTAL","Total","2006","2006",187061610,,
"BRA","Brésil","T","Total","TOTAL","Total","2007","2007",189038268,,
"BRA","Brésil","T","Total","TOTAL","Total","2008","2008",191010274,,
"BRA","Brésil","T","Total","TOTAL","Total","2009","2009",192980905,,
"BRA","Brésil","T","Total","TOTAL","Total","2010","2010",194890682,,
"BRA","Brésil","T","Total","TOTAL","Total","2011","2011",196603732,,
"BRA","Brésil","T","Total","TOTAL","Total","2012","2012",198314934,,
"BRA","Brésil","T","Total","TOTAL","Total","2013","2013",200004188,,
"BRA","Brésil","T","Total","TOTAL","Total","2014","2014",201717541,,
"BRA","Brésil","T","Total","TOTAL","Total","2015","2015",203475683,,
"BRA","Brésil","T","Total","TOTAL","Total","2016","2016",205156587,,
"BRA","Brésil","T","Total","TOTAL","Total","2017","2017",206804741,,
"BRA","Brésil","T","Total","TOTAL","Total","2018","2018",208494900,,
"BRA","Brésil","T","Total","TOTAL","Total","2019","2019",210147125,,
"BRA","Brésil","T","Total","TOTAL","Total","2020","2020",211755692,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1990","1990",8718289,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1991","1991",8632367,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1992","1992",8540164,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1993","1993",8472313,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1994","1994",8443591,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1995","1995",8406067,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1996","1996",8362826,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1997","1997",8312068,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1998","1998",8256786,,
"BGR","Bulgarie","T","Total","TOTAL","Total","1999","1999",8210624,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2000","2000",8170172,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2001","2001",8009141.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2002","2002",7837160.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2003","2003",7775326.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2004","2004",7716860,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2005","2005",7658972,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2006","2006",7601022,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2007","2007",7545337.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2008","2008",7492560.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2009","2009",7444442.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2010","2010",7395598.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2011","2011",7348327.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2012","2012",7305888,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2013","2013",7265114.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2014","2014",7223937.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2015","2015",7177991,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2016","2016",7127821.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2017","2017",7075946.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2018","2018",7025036.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2019","2019",6975760.5,,
"BGR","Bulgarie","T","Total","TOTAL","Total","2020","2020",6934015,,
"CHL","Chili","T","Total","TOTAL","Total","1990","1990",13178782,,
"CHL","Chili","T","Total","TOTAL","Total","1991","1991",13422010,,
"CHL","Chili","T","Total","TOTAL","Total","1992","1992",13737062,,
"CHL","Chili","T","Total","TOTAL","Total","1993","1993",13956766,,
"CHL","Chili","T","Total","TOTAL","Total","1994","1994",14171821,,
"CHL","Chili","T","Total","TOTAL","Total","1995","1995",14381249,,
"CHL","Chili","T","Total","TOTAL","Total","1996","1996",14584947,,
"CHL","Chili","T","Total","TOTAL","Total","1997","1997",14782706,,
"CHL","Chili","T","Total","TOTAL","Total","1998","1998",14974898,,
"CHL","Chili","T","Total","TOTAL","Total","1999","1999",15162353,,
"CHL","Chili","T","Total","TOTAL","Total","2000","2000",15343326,,
"CHL","Chili","T","Total","TOTAL","Total","2001","2001",15520049,,
"CHL","Chili","T","Total","TOTAL","Total","2002","2002",15691701,,
"CHL","Chili","T","Total","TOTAL","Total","2003","2003",15856977,,
"CHL","Chili","T","Total","TOTAL","Total","2004","2004",16022133,,
"CHL","Chili","T","Total","TOTAL","Total","2005","2005",16183489,,
"CHL","Chili","T","Total","TOTAL","Total","2006","2006",16347890,,
"CHL","Chili","T","Total","TOTAL","Total","2007","2007",16517933,,
"CHL","Chili","T","Total","TOTAL","Total","2008","2008",16697754,,
"CHL","Chili","T","Total","TOTAL","Total","2009","2009",16881078,,
"CHL","Chili","T","Total","TOTAL","Total","2010","2010",17063927,,
"CHL","Chili","T","Total","TOTAL","Total","2011","2011",17254159,,
"CHL","Chili","T","Total","TOTAL","Total","2012","2012",17443491,,
"CHL","Chili","T","Total","TOTAL","Total","2013","2013",17611902,,
"CHL","Chili","T","Total","TOTAL","Total","2014","2014",17787617,,
"CHL","Chili","T","Total","TOTAL","Total","2015","2015",17971423,,
"CHL","Chili","T","Total","TOTAL","Total","2016","2016",18167147,,
"CHL","Chili","T","Total","TOTAL","Total","2017","2017",18419192,,
"CHL","Chili","T","Total","TOTAL","Total","2018","2018",18751405,,
"CHL","Chili","T","Total","TOTAL","Total","2019","2019",19107216,,
"CHL","Chili","T","Total","TOTAL","Total","2020","2020",19458310,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1990","1990",1153704253,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1991","1991",1170626171,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1992","1992",1183813388,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1993","1993",1195855556,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1994","1994",1207286676,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1995","1995",1218144424,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1996","1996",1228298839,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1997","1997",1237801448,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1998","1998",1246836105,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","1999","1999",1255433238,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2000","2000",1264099070,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2001","2001",1272739581,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2002","2002",1280926119,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2003","2003",1288873367,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2004","2004",1296816710,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2005","2005",1304887560,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2006","2006",1313086568,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2007","2007",1321513225,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2008","2008",1330167153,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2009","2009",1339125594,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2010","2010",1348191369,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2011","2011",1357095477,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2012","2012",1366560818,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2013","2013",1376100306,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2014","2014",1385189667,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2015","2015",1393715447,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2016","2016",1401889680,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2017","2017",1410275957,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2018","2018",1417069468,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2019","2019",1421864034,,
"CHN","Chine (République populaire de)","T","Total","TOTAL","Total","2020","2020",1424929783,,
"COL","Colombie","T","Total","TOTAL","Total","1990","1990",33268154,,
"COL","Colombie","T","Total","TOTAL","Total","1991","1991",33840991,,
"COL","Colombie","T","Total","TOTAL","Total","1992","1992",34425915,,
"COL","Colombie","T","Total","TOTAL","Total","1993","1993",35032308,,
"COL","Colombie","T","Total","TOTAL","Total","1994","1994",35629174,,
"COL","Colombie","T","Total","TOTAL","Total","1995","1995",36229830,,
"COL","Colombie","T","Total","TOTAL","Total","1996","1996",36830574,,
"COL","Colombie","T","Total","TOTAL","Total","1997","1997",37426532,,
"COL","Colombie","T","Total","TOTAL","Total","1998","1998",38012359,,
"COL","Colombie","T","Total","TOTAL","Total","1999","1999",38585016,,
"COL","Colombie","T","Total","TOTAL","Total","2000","2000",39140080,,
"COL","Colombie","T","Total","TOTAL","Total","2001","2001",39674811,,
"COL","Colombie","T","Total","TOTAL","Total","2002","2002",40190679,,
"COL","Colombie","T","Total","TOTAL","Total","2003","2003",40693254,,
"COL","Colombie","T","Total","TOTAL","Total","2004","2004",41188093,,
"COL","Colombie","T","Total","TOTAL","Total","2005","2005",41671878,,
"COL","Colombie","T","Total","TOTAL","Total","2006","2006",42170126,,
"COL","Colombie","T","Total","TOTAL","Total","2007","2007",42658630,,
"COL","Colombie","T","Total","TOTAL","Total","2008","2008",43134017,,
"COL","Colombie","T","Total","TOTAL","Total","2009","2009",43608630,,
"COL","Colombie","T","Total","TOTAL","Total","2010","2010",44086292,,
"COL","Colombie","T","Total","TOTAL","Total","2011","2011",44553416,,
"COL","Colombie","T","Total","TOTAL","Total","2012","2012",45001571,,
"COL","Colombie","T","Total","TOTAL","Total","2013","2013",45434942,,
"COL","Colombie","T","Total","TOTAL","Total","2014","2014",45866010,,
"COL","Colombie","T","Total","TOTAL","Total","2015","2015",46313898,,
"COL","Colombie","T","Total","TOTAL","Total","2016","2016",46830116,,
"COL","Colombie","T","Total","TOTAL","Total","2017","2017",47419200,,
"COL","Colombie","T","Total","TOTAL","Total","2018","2018",48258494,,
"COL","Colombie","T","Total","TOTAL","Total","2019","2019",49395678,,
"COL","Colombie","T","Total","TOTAL","Total","2020","2020",50407647,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1990","1990",3029336,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1991","1991",3101536,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1992","1992",3170537,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1993","1993",3239868,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1994","1994",3334223,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1995","1995",3428278,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1996","1996",3520866,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1997","1997",3611224,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1998","1998",3699939,,
"CRI","Costa Rica","T","Total","TOTAL","Total","1999","1999",3786841,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2000","2000",3872349,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2001","2001",3953393,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2002","2002",4022431,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2003","2003",4086405,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2004","2004",4151823,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2005","2005",4215248,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2006","2006",4278656,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2007","2007",4340390,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2008","2008",4404090,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2009","2009",4469337,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2010","2010",4533894,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2011","2011",4592149,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2012","2012",4652458.93050581,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2013","2013",4713168.14141015,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2014","2014",4773129.93384446,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2015","2015",4832233.8134651,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2016","2016",4890379.45221625,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2017","2017",4947489.59332252,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2018","2018",5003401.95767213,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2019","2019",5058007.14721902,,
"CRI","Costa Rica","T","Total","TOTAL","Total","2020","2020",5111238.21646865,,
"HRV","Croatie","T","Total","TOTAL","Total","1990","1990",4873705,,
"HRV","Croatie","T","Total","TOTAL","Total","1991","1991",4844522,,
"HRV","Croatie","T","Total","TOTAL","Total","1992","1992",4798318,,
"HRV","Croatie","T","Total","TOTAL","Total","1993","1993",4792402,,
"HRV","Croatie","T","Total","TOTAL","Total","1994","1994",4819427,,
"HRV","Croatie","T","Total","TOTAL","Total","1995","1995",4807101,,
"HRV","Croatie","T","Total","TOTAL","Total","1996","1996",4758633,,
"HRV","Croatie","T","Total","TOTAL","Total","1997","1997",4711372,,
"HRV","Croatie","T","Total","TOTAL","Total","1998","1998",4659932,,
"HRV","Croatie","T","Total","TOTAL","Total","1999","1999",4605331,,
"HRV","Croatie","T","Total","TOTAL","Total","2000","2000",4548433,,
"HRV","Croatie","T","Total","TOTAL","Total","2001","2001",4299642,,
"HRV","Croatie","T","Total","TOTAL","Total","2002","2002",4302174,,
"HRV","Croatie","T","Total","TOTAL","Total","2003","2003",4303399,,
"HRV","Croatie","T","Total","TOTAL","Total","2004","2004",4304600,,
"HRV","Croatie","T","Total","TOTAL","Total","2005","2005",4310145,,
"HRV","Croatie","T","Total","TOTAL","Total","2006","2006",4311159,,
"HRV","Croatie","T","Total","TOTAL","Total","2007","2007",4310217,,
"HRV","Croatie","T","Total","TOTAL","Total","2008","2008",4309705,,
"HRV","Croatie","T","Total","TOTAL","Total","2009","2009",4305181,,
"HRV","Croatie","T","Total","TOTAL","Total","2010","2010",4295427,,
"HRV","Croatie","T","Total","TOTAL","Total","2011","2011",4280622,,
"HRV","Croatie","T","Total","TOTAL","Total","2012","2012",4267558,,
"HRV","Croatie","T","Total","TOTAL","Total","2013","2013",4255689,,
"HRV","Croatie","T","Total","TOTAL","Total","2014","2014",4238389,,
"HRV","Croatie","T","Total","TOTAL","Total","2015","2015",4203604,,
"HRV","Croatie","T","Total","TOTAL","Total","2016","2016",4174349,,
"HRV","Croatie","T","Total","TOTAL","Total","2017","2017",4124531,,
"HRV","Croatie","T","Total","TOTAL","Total","2018","2018",4087843,,
"HRV","Croatie","T","Total","TOTAL","Total","2019","2019",4065253,,
"HRV","Croatie","T","Total","TOTAL","Total","2020","2020",4047680,,
"CYP","Chypre","T","Total","TOTAL","Total","1990","1990",579898,,
"CYP","Chypre","T","Total","TOTAL","Total","1991","1991",595105,,
"CYP","Chypre","T","Total","TOTAL","Total","1992","1992",611151,,
"CYP","Chypre","T","Total","TOTAL","Total","1993","1993",626087,,
"CYP","Chypre","T","Total","TOTAL","Total","1994","1994",639170,,
"CYP","Chypre","T","Total","TOTAL","Total","1995","1995",650860,,
"CYP","Chypre","T","Total","TOTAL","Total","1996","1996",661326,,
"CYP","Chypre","T","Total","TOTAL","Total","1997","1997",670764,,
"CYP","Chypre","T","Total","TOTAL","Total","1998","1998",679042,,
"CYP","Chypre","T","Total","TOTAL","Total","1999","1999",686675,,
"CYP","Chypre","T","Total","TOTAL","Total","2000","2000",694020,,
"CYP","Chypre","T","Total","TOTAL","Total","2001","2001",701537,,
"CYP","Chypre","T","Total","TOTAL","Total","2002","2002",709631,,
"CYP","Chypre","T","Total","TOTAL","Total","2003","2003",718305,,
"CYP","Chypre","T","Total","TOTAL","Total","2004","2004",727977,,
"CYP","Chypre","T","Total","TOTAL","Total","2005","2005",738541,,
"CYP","Chypre","T","Total","TOTAL","Total","2006","2006",750964,,
"CYP","Chypre","T","Total","TOTAL","Total","2007","2007",767128,,
"CYP","Chypre","T","Total","TOTAL","Total","2008","2008",786630,,
"CYP","Chypre","T","Total","TOTAL","Total","2009","2009",808038,,
"CYP","Chypre","T","Total","TOTAL","Total","2010","2010",829444,,
"CYP","Chypre","T","Total","TOTAL","Total","2011","2011",850882,,
"CYP","Chypre","T","Total","TOTAL","Total","2012","2012",863945,,
"CYP","Chypre","T","Total","TOTAL","Total","2013","2013",861938,,
"CYP","Chypre","T","Total","TOTAL","Total","2014","2014",852511,,
"CYP","Chypre","T","Total","TOTAL","Total","2015","2015",847662,,
"CYP","Chypre","T","Total","TOTAL","Total","2016","2016",851559,,
"CYP","Chypre","T","Total","TOTAL","Total","2017","2017",859520,,
"CYP","Chypre","T","Total","TOTAL","Total","2018","2018",870071,,
"CYP","Chypre","T","Total","TOTAL","Total","2019","2019",881949,,
"CYP","Chypre","T","Total","TOTAL","Total","2020","2020",892006,,
"EST","Estonie","T","Total","TOTAL","Total","1990","1990",1569174,,
"EST","Estonie","T","Total","TOTAL","Total","1991","1991",1561314,,
"EST","Estonie","T","Total","TOTAL","Total","1992","1992",1533091,,
"EST","Estonie","T","Total","TOTAL","Total","1993","1993",1494128,,
"EST","Estonie","T","Total","TOTAL","Total","1994","1994",1462514,,
"EST","Estonie","T","Total","TOTAL","Total","1995","1995",1436634,,
"EST","Estonie","T","Total","TOTAL","Total","1996","1996",1415594,,
"EST","Estonie","T","Total","TOTAL","Total","1997","1997",1399535,,
"EST","Estonie","T","Total","TOTAL","Total","1998","1998",1386156,,
"EST","Estonie","T","Total","TOTAL","Total","1999","1999",1375654,,
"EST","Estonie","T","Total","TOTAL","Total","2000","2000",1396985,,
"EST","Estonie","T","Total","TOTAL","Total","2001","2001",1388115,,
"EST","Estonie","T","Total","TOTAL","Total","2002","2002",1379350,,
"EST","Estonie","T","Total","TOTAL","Total","2003","2003",1370720,,
"EST","Estonie","T","Total","TOTAL","Total","2004","2004",1362550,,
"EST","Estonie","T","Total","TOTAL","Total","2005","2005",1354775,,
"EST","Estonie","T","Total","TOTAL","Total","2006","2006",1346810,,
